,Annex 9,,,,,,
,Direction of Foreign Trade (Monthly Series),,,,,,
,(Rs. in million),,,,,,
,Fiscal Year,Mid-Month (Cumulative),Total Exports,,Total Import,,Total Trade Balance
,,,Amount,% Change*,Amount,% Change*,
,,June,87834.833606,19.380667249588424,1299799.5763250003,17.323931643482492,-1211964.7427190002
,,July,97109.52102,19.358117638348048,1418535.3429599998,13.929135894622924,-1321425.8219399997
,2019/20,August,8836.53,27.667731301646636,106725.32,-11.51215919418911,-97888.79000000001
,,September,18501.29845972,25.867826325873633,229503.69641600002,-1.2235664643311162,-211002.39795628
,,October,27166.770089999998,14.41082365024602,334948.1168733,-10.34273586006118,-307781.3467833
,,November,36279.072231,23.89671400012827,450292.6319972,-6.916463339643874,-414013.5597662
,,December,47616.834903999996,26.971930177381797,581257.1184909999,-4.240464981483316,-533640.2835869999
,,January,57279.747586900005,26.13234078264217,694693.7204145,-4.039547417274125,-637413.9728276
,,February,64971.226449999995,22.40524852069017,803602.8156819998,-3.5601475248551617,-738631.5892319999
,,March,74907.945997,22.349876035694894,924242.6369443748,-2.619727997676957,-849334.6909473747
,,April,78818.661186,12.8846974532401,982534.8440503747,-7.4506712291405925,-903716.1828643747
,,May,82064.768877,4.4961027320328695,1025137.7864453748,-12.986494124806047,-943073.0175683748
,,June,88003.109507,0.19158219363724083,1100813.4239009998,-15.308969083397518,-1012810.3143939999
,,July,97709.10519780999,0.61743088783901,1196799.0528582497,-15.631354636470462,-1099089.9476604399
,2020/21,August,9620.048874,8.859973676993182,85807.989392,-19.599218841145316,-76187.940518
,,September,20443.062110540002,10.495283101602304,178846.26816216,-22.072597977689213,-158403.20562337994
,,October,31046.092904099998,14.2796615175389,292269.8609889,-12.741751254730527,-261223.76808480002
,,November,40200.0644975694,10.80786256496098,402490.17834894935,-10.617108344135762,-362290.11385137995
,,December,50055.6084536,5.121661777142705,525498.1436944,-9.591848859115915,-475442.5352408
,,January,60799.2136205,6.144346268741074,661245.3958704,-4.8148304153580845,-600446.1822499
,,February,69917.0798316,7.612374395101584,803643.1939361,0.005024925612762132,-733726.1141045
,,March,80778.8614683,7.837506416845863,943988.2526493,2.1364106048191056,-863209.391181
,,April,94767.10972956939,20.234356056789004,1111395.4588419495,13.115119079173132,-1016628.3491123801
,,May,108479.75610556938,32.187974925221084,1254110.1815669495,22.335767752306502,-1145630.42546138
,,June,121253.95927956939,37.78372146034741,1383364.9266439495,25.667519727517462,-1262110.9673643801
,,July,141124.08,44.432885465788814,1539837.06,28.662957772442354,-1398712.98
,2021/22,August,20765.12,115.85254162400007,150731.72,75.6616383486232,-129966.6
,,September,44039.59108114,115.42560915291715,314517.10973870003,75.85891669460342,-270477.51865756005
